row_index,review,clean_review,positive_terms,negative_terms,positive_score,negative_score,final_score,current_label,evidence_pattern,recommended_label_if_clear
714,Kenapa ya pas mau masuk jackone saat verifikasi wajah gagal terus,kenapa ya pas masuk jackone verifikasi wajah gagal,ya:4; pas:3,masuk:-3; gagal:-4,7.0,-7.0,0.0,netral,,manual_review
721,"Terbantu sama apk ini , jadi gamoang transaksi",terbantu aplikasi gamoang transaksi,transaksi:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
729,"Aplikasi mudah di gunakan, Tampilan baru keren wajib di coba",aplikasi mudah gunakan tampilan keren wajib coba,mudah:4; tampilan:1; coba:2,aplikasi:-4; wajib:-2,7.0,-6.0,1.0,positif,aplikasi mudah; keren,positif
734,"mau buka rekening online selalu bermasalah, selalu muncul notifikasi terjadi kesalahan",buka rekening online bermasalah muncul notifikasi kesalahan,buka:3; muncul:1,kesalahan:-5,4.0,-5.0,-1.0,negatif,,manual_review
740,Aplikasi bagus dan sangat membantu! Toppppp 👍,aplikasi bagus membantu toppppp,bagus:2; membantu:4,aplikasi:-4,6.0,-4.0,2.0,positif,sangat membantu; bagus,positif
767,Saya pengguna baru merasa Sangat membatu dan aplikasinya sangat berguna,pengguna merasa membatu aplikasi berguna,pengguna:1; membatu:2; berguna:5,merasa:-2; aplikasi:-4,8.0,-6.0,2.0,positif,berguna,positif
770,"Buset padahal sinyal penuh, tapi pas mau masuk muter² terus kaya gangsing, ga biasa nya kaya gini",buset padahal sinyal penuh pas masuk muter kaya gangsing tidak nya kaya gini,pas:3; kaya:2; kaya:2,masuk:-3; tidak:-5,7.0,-8.0,-1.0,negatif,,manual_review
772,aplikasiny sangat bagus terutama pda tanggal 30/03/2025 - 07-04/2025 tidak bisa transaksi sehingga bisa nabung dan uang tidak habis terimakasih.,aplikasiny bagus terutama pda tanggal 30 03 2025 07 04 2025 tidak bisa transaksi sehingga bisa nabung uang tidak habis terimakasih,bagus:2; terutama:4; transaksi:4; terimakasih:5,tanggal:-4; tidak:-5; tidak:-5; habis:-3,15.0,-17.0,-2.0,negatif,bagus; tidak bisa transaksi,manual_review
773,mantul banget jokone mobile pembayaran mobile terbarau paling mudah dan di jamin aman.,mantul banget jokone mobile pembayaran mobile terbarau mudah jamin aman,banget:1; mudah:4,jamin:-5,5.0,-5.0,0.0,netral,,manual_review
777,Kok sering bgt update terus ya....jd sering uninstall aplikasi...sebulan dh 2 kali update,kok banget update ya uninstall aplikasi sebulan dh 2 update,banget:1; ya:4,aplikasi:-4,5.0,-4.0,1.0,positif,,manual_review
780,Apk mantap,aplikasi mantap,mantap:5,aplikasi:-4,5.0,-4.0,1.0,positif,mantap,positif
781,"Parah sangat mengecewakan, selama libur lebaran sampai hr ini selesai cuti bersama lebaran pun masih maintenance, banyak menu hilang seperti trf bi fast, ewallet dana ovo gopay shopee, bahkan qris pun selalu gagal. tarik tunai di atm bersama jg tidak bisa. hallooo parah banget, sudah lebih dari seminggu lho ini...",parah mengecewakan selama libur lebaran hr selesai cuti lebaran maintenance menu hilang trf bi fast ewallet dana ovo gopay shopee bahkan qris gagal tarik tunai atm jg tidak bisa hallooo parah banget lebih seminggu lho,libur:3; selesai:2; cuti:3; hilang:3; dana:4; tarik:2; tunai:3; banget:1; lebih:1,parah:-5; mengecewakan:-3; gagal:-4; tidak:-5; parah:-5,22.0,-22.0,0.0,netral,parah,negatif
788,"Aplikasinya recommended sekali fiturnya juga lengkap, ada scan QRISnya juga jadi nggak ribet, cocok banget buat dipakai sehari-hari",aplikasi recommended fiturnya lengkap scan qrisnya tidak ribet cocok banget dipakai sehari hari,lengkap:2; ribet:4; cocok:4; banget:1,aplikasi:-4; tidak:-5,11.0,-9.0,2.0,positif,recommended; ribet,manual_review
799,Knp yg terbaru gak ada menu tmbhkn rekening lain,knp terbaru tidak menu tmbhkn rekening,terbaru:4,tidak:-5,4.0,-5.0,-1.0,negatif,,manual_review
820,Ada banyak benefit gratis untuk aplikasi ini mendapatkan reward Rp600 saat mendaftar,benefit gratis aplikasi mendapatkan reward rp600 mendaftar,gratis:4,aplikasi:-4,4.0,-4.0,0.0,netral,,manual_review
825,Lama banget loading aplikasinya padahal internet lancar,banget loading aplikasi padahal internet lancar,banget:1; lancar:4,aplikasi:-4,5.0,-4.0,1.0,positif,lancar,positif
830,"Apk top, mempermudah transaksi..",aplikasi top mempermudah transaksi,top:5; transaksi:4,aplikasi:-4; mempermudah:-3,9.0,-7.0,2.0,positif,,manual_review
843,aplikasi nya mudah dan ga ribet,aplikasi nya mudah tidak ribet,mudah:4; ribet:4,aplikasi:-4; tidak:-5,8.0,-9.0,-1.0,negatif,ribet,negatif
853,"Tiba tiba suruh upgrade, padahal udah pake yang terbaru, tapi di klik upgrade gak bisa bisa selama seminggu, ahirnya uninstall dan download ulang, lupa pass dll, bikin kerjaan aja mesti ke bank langsung !",tiba tiba suruh upgrade padahal udah pakai terbaru klik upgrade tidak bisa bisa selama seminggu ahirnya uninstall download ulang lupa pass dll bikin kerjaan mesti bank langsung,terbaru:4; lupa:1; kerjaan:2; langsung:3,suruh:-2; tidak:-5; mesti:-3,10.0,-10.0,0.0,netral,,manual_review
856,"Memudahkan buat emak emak yg punya banyak anak gabisa kemana mana buat bayar ini itu, buat trf ini itu, mantap pokonya",memudahkan emak emak punya anak tidak bisa kemana bayar trf mantap pokonya,memudahkan:3; punya:3; bayar:1; mantap:5,anak:-3; tidak:-5; pokonya:-2,12.0,-10.0,2.0,positif,mantap; memudahkan,positif
858,"Aplikasinya mudah di akses, ngga ribet, simpel, sangat membantu, semoga makin jayaa aplikasinya",aplikasi mudah akses ngga ribet simpel membantu semoga jayaa aplikasi,mudah:4; akses:2; simpel:3; membantu:4,aplikasi:-4; ngga:-2; ribet:-4; aplikasi:-4,13.0,-14.0,-1.0,negatif,aplikasi mudah; sangat membantu; simpel; ribet,manual_review
859,aplikasinya ngebantu bangettt fitur fiturnya lengkap ga bikin bingung. mantap dehhh,aplikasi ngebantu banget fitur fiturnya lengkap tidak bikin bingung mantap dehhh,banget:1; lengkap:2; mantap:5,aplikasi:-4; tidak:-5,8.0,-9.0,-1.0,negatif,mantap,positif
882,"Top up jack card malah gk nambah saldo jack cardnya, tapi berkurang saldo di bank dki nya. Kon***",top up jack card tidak nambah saldo jack cardnya berkurang saldo bank dki nya kon,top:5; saldo:2; saldo:2,tidak:-5; berkurang:-3,9.0,-8.0,1.0,positif,,manual_review
883,Sangat membatu dalam usaha saya... the best dan recommended banget lah ini aplikasi,membatu usaha the best recommended banget aplikasi,membatu:2; usaha:1; banget:1,aplikasi:-4,4.0,-4.0,0.0,netral,recommended,positif
893,"aplikasi nya bagus, mudah digunakan",aplikasi nya bagus mudah digunakan,bagus:2; mudah:4,aplikasi:-4,6.0,-4.0,2.0,positif,mudah digunakan; bagus,positif
894,Aplikasi yg bgus tpi sayang pdhl buat akun trus kluar tulisan angka -6113 trus pas masukin password ktika buat akun,aplikasi bgus sayang pdhl akun kluar tulisan angka 6113 pas masukin password ktika akun,sayang:3; pas:3,aplikasi:-4,6.0,-4.0,2.0,positif,,manual_review
897,"Aplikasinya bagus👍 Udah gitu aplikasi jakone mobile keren bgt, mudah d pahami untuk yg awal gabung udah gitu fikturnya lengkap juga .. Mantap lah👍",aplikasi bagus udah gitu aplikasi jakone mobile keren banget mudah d pahami gabung udah gitu fikturnya lengkap mantap,bagus:2; banget:1; mudah:4; lengkap:2; mantap:5,aplikasi:-4; aplikasi:-4; gabung:-5,14.0,-13.0,1.0,positif,bagus; mantap; keren,positif
902,"Registrasi app Jakone mobile mudah,dan Tampilan aplikasinya modern",registrasi aplikasi jakone mobile mudah tampilan aplikasi modern,mudah:4; tampilan:1; modern:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,0.0,netral,,manual_review
927,"Mohon diperbaiki aplikasinya. Karena banyak user yang sulit untuk login. Jaringan sudah bagus, tetapi untuk loading gagal terus.",mohon diperbaiki aplikasi user sulit login jaringan bagus loading gagal,mohon:2; jaringan:3; bagus:2,aplikasi:-4; gagal:-4,7.0,-8.0,-1.0,negatif,bagus; sulit login,manual_review
929,"ada banyak benefit gratis untuk aplikasi ini, mendapatkan reward Rp600rb saat mendaftar Aplikasi mudah di gunakan, Tampilan baru keren",benefit gratis aplikasi mendapatkan reward rp600rb mendaftar aplikasi mudah gunakan tampilan keren,gratis:4; mudah:4; tampilan:1,aplikasi:-4; aplikasi:-4,9.0,-8.0,1.0,positif,aplikasi mudah; keren,positif
967,Sangat Memuaskan Aplikasi JakOne Mobile),memuaskan aplikasi jakone mobile,memuaskan:5,aplikasi:-4,5.0,-4.0,1.0,positif,,manual_review
972,Mantap lah aplikasi nya lumayan.,mantap aplikasi nya lumayan,mantap:5; lumayan:1,aplikasi:-4,6.0,-4.0,2.0,positif,mantap,positif
979,Gunta gati sistem aja loh jekOne harus perbaharuan atau apa lah. Kalau mau bikin nasabah enak jangan kaya gini caranya dodol,gunta gati sistem loh jekone perbaharuan bikin nasabah enak jangan kaya gini caranya dodol,nasabah:4; enak:5,sistem:-4; jangan:-3; kaya:-2,9.0,-9.0,0.0,netral,,manual_review
981,"Aplikasi mobile banking yg simple dan fiturnya lengkap. Mudah diaplikasikan. bisa pake QRIS, bisa bayar tanpa duit cash. Ga pakai ribet lagi.",aplikasi mobile banking simple fiturnya lengkap mudah diaplikasikan bisa pakai qris bisa bayar duit cash tidak pakai ribet,simple:3; lengkap:2; mudah:4; bayar:1; cash:2,aplikasi:-4; tidak:-5; ribet:-4,12.0,-13.0,-1.0,negatif,simple; ribet,manual_review
993,"sering error, tiba2 ada pemotongan saldo tanpa ada pesan apa2.",error tiba2 pemotongan saldo pesan apa2,saldo:2; pesan:2,error:-5,4.0,-5.0,-1.0,negatif,error,negatif
1004,Tolong di perbaiki aplikasi nyalemot banget banget banget,tolong perbaiki aplikasi nyalemot banget banget banget,tolong:3; banget:1; banget:1; banget:1,aplikasi:-4,6.0,-4.0,2.0,positif,lemot,negatif
1008,"Aplikasi sangat lambat padahal internet normal, untuk verifikasi wajah selalu lama respon nya",aplikasi lambat padahal internet normal verifikasi wajah respon nya,lambat:1; normal:1; respon:2,aplikasi:-4,4.0,-4.0,0.0,netral,lambat,negatif
1017,"Saya kecewa banget dengan m banking dki. Sering sekali kalau tf/beli pulsa lewat m banking pasti kesangkut, tapi saldonya sudah k3potong. Padahal, belum terkirim. Tidak ada mutasi keluarnya tapi saldonya sdh kepotong. Sdh hubungin cs tp malah ngabisin pulsa gak ada perbaikan. Pernah komplen ke banknya langsung, tapi karyawannya malah sepele banget. Sdh kebijakannya dipersulit. Katanya ada perbaikan aplikasi lah. Katanya 1×24 jam saldo kembali ke rekening. Ini sdh 3 hr jam kerja blm balik uangnya",kecewa banget m banking dki transfer beli pulsa m banking pasti kesangkut saldonya k3potong padahal belum terkirim tidak mutasi keluarnya saldonya kepotong hubungin cs ngabisin pulsa tidak perbaikan komplen banknya langsung karyawannya sepele banget kebijakannya dipersulit katanya perbaikan aplikasi katanya 1 24 jam saldo rekening 3 hr jam kerja belum balik uangnya,banget:1; beli:2; pasti:3; langsung:3; sepele:4; banget:1; perbaikan:3; saldo:2; kerja:2; balik:3,pulsa:-3; tidak:-5; pulsa:-3; tidak:-5; perbaikan:-3; katanya:-1; aplikasi:-4; katanya:-1,24.0,-25.0,-1.0,negatif,kecewa,negatif
1029,"Ini gimana loginnya sih, aplikasi kok lucu amat, sudah ada rekening tapi di arahkan ke daftar rekening baru, di isi data dilanjut lah udah terdaftar.. terus saya gimana loginnya... cape amat ama aplikasi ini",gimana login sih aplikasi kok lucu amat rekening arahkan daftar rekening isi data dilanjut udah terdaftar gimana login cape amat ama aplikasi,lucu:3; amat:4; daftar:1; isi:2; terdaftar:1; amat:4,aplikasi:-4; data:-3; cape:-4; aplikasi:-4,15.0,-15.0,0.0,netral,,manual_review
1036,"Aplikasi Mudah di gunakan! Aplikasi Cepat, tampilan nya user friendly aman dan terpercaya.",aplikasi mudah gunakan aplikasi cepat tampilan nya user friendly aman terpercaya,mudah:4; cepat:3; tampilan:1,aplikasi:-4; aplikasi:-4,8.0,-8.0,0.0,netral,aplikasi mudah; cepat,positif
1046,"Sesuka ini pake aplikasi jakone, mempermudah selatan transaksi, pertahankan reputasinya 🥰🥰",sesuka pakai aplikasi jakone mempermudah selatan transaksi pertahankan reputasinya,transaksi:4; pertahankan:1,aplikasi:-4; mempermudah:-3,5.0,-7.0,-2.0,negatif,,manual_review
1056,Aplikasi JakOne Mobile sangat mudah dipahami dari vitur2 aplikasinya dah viturnyapun sangat menarik bagus banget.,aplikasi jakone mobile mudah dipahami vitur2 aplikasi dah viturnyapun menarik bagus banget,mudah:4; menarik:4; bagus:2; banget:1,aplikasi:-4; aplikasi:-4; dah:-3,11.0,-11.0,0.0,netral,bagus,positif
1057,"Aplikasi yang bagus, memudahkan kita banget untuk transaksi online. Kalo mager keluar juga bisa buat bayar tagihan PLN, beli pulsa dan paket data juga",aplikasi bagus memudahkan kita banget transaksi online mager keluar bisa bayar tagihan pln beli pulsa paket data,bagus:2; memudahkan:3; banget:1; transaksi:4; bayar:1; beli:2; paket:4,aplikasi:-4; mager:-4; keluar:-3; pulsa:-3; data:-3,17.0,-17.0,0.0,netral,bagus; memudahkan,positif
1077,"Sudah normal ya Aplikasinya, semoga kedepan lebih baik lagi.",normal ya aplikasi semoga kedepan lebih,normal:1; ya:4; lebih:1,aplikasi:-4,6.0,-4.0,2.0,positif,,manual_review
1082,"Klo mau bayar via mbanking apa apa lemot, isi pulsa aja kudu stngh jam nungguin. Klo lagi buru"" ga bisa, payah!!",klo bayar via mbanking lambat isi pulsa kudu stngh jam nungguin klo buru tidak bisa payah,bayar:1; lambat:1; isi:2; nungguin:1; buru:1,pulsa:-3; tidak:-5,6.0,-8.0,-2.0,negatif,lemot; lambat; payah,negatif
1084,Wah aplikasi nya cakep bgt banyk fitur menu baru,aplikasi nya cakep banget banyk fitur menu,cakep:5; banget:1,aplikasi:-4,6.0,-4.0,2.0,positif,,manual_review
1109,kenapa aplikasi yg ini gak bisa buka aktivitas transaksi hari itu juga..kenapa harus nunggu 1 bulan? mohon informasinya,kenapa aplikasi tidak bisa buka aktivitas transaksi hari kenapa nunggu 1 bulan mohon informasinya,buka:3; transaksi:4; nunggu:1; mohon:2; informasinya:2,aplikasi:-4; tidak:-5; bulan:-1,12.0,-10.0,2.0,positif,,manual_review
1123,"aplikasi jakone mobile ini rekomended bnget, login cpet, banyak fitur jg dan registrasi jg mudah dan cepet",aplikasi jakone mobile rekomended bnget login cpet fitur jg registrasi jg mudah cepet,mudah:4; cepet:2,aplikasi:-4,6.0,-4.0,2.0,positif,,manual_review
1128,"Aplikasinya bagus, keren. Banyak orang terbantu dengan aplikasi ini. Cocok untuk semua kalangan.",aplikasi bagus keren orang terbantu aplikasi cocok kalangan,bagus:2; cocok:4,aplikasi:-4; aplikasi:-4,6.0,-8.0,-2.0,negatif,bagus; keren,positif
1129,Apk yang sangat baik mudah d mngerti,aplikasi mudah d mngerti,mudah:4,aplikasi:-4,4.0,-4.0,0.0,netral,aplikasi mudah,positif
1132,Semoga aplikasi jakone mobile baru ini lebih mempermudah transaksi melalui handphone. Go to less cash. 👍🏻,semoga aplikasi jakone mobile lebih mempermudah transaksi handphone go to less cash,lebih:1; transaksi:4; cash:2,aplikasi:-4; mempermudah:-3,7.0,-7.0,0.0,netral,,manual_review
1136,"Saya belum mengikuti apk ini, Saya Baca Dari ulasan ulasan tersebut masih Ada kekurangan, semoga apk ini cepat diperbaiki agar banyak penggunanya.",belum mengikuti aplikasi baca ulasan ulasan kekurangan semoga aplikasi cepat diperbaiki penggunanya,baca:3; ulasan:3; ulasan:3; cepat:3,mengikuti:-3; aplikasi:-4; kekurangan:-3; aplikasi:-4,12.0,-14.0,-2.0,negatif,cepat,positif
1146,Jakone Mobile aplikasi yang bagus banyak benefit gratis,jakone mobile aplikasi bagus benefit gratis,bagus:2; gratis:4,aplikasi:-4,6.0,-4.0,2.0,positif,bagus,positif
1147,Habis update malahan ga bisa digunain aplikasinyA...buat cek saldo aja nunggu indikator warna ijo ceritanya ngikutin kaya BCA ya,habis update malahan tidak bisa digunain aplikasi cek saldo nunggu indikator warna ijo ceritanya ngikutin kaya bca ya,habis:3; saldo:2; nunggu:1; ceritanya:2; kaya:2; ya:4,tidak:-5; aplikasi:-4; cek:-4; ngikutin:-2,14.0,-15.0,-1.0,negatif,,manual_review
1155,"pake aplikasi ini bikin praktis banget, apalagi kalau gak ada uang cash jajan tinggal scan scan ajaaaa👍",pakai aplikasi bikin praktis banget apalagi tidak uang cash jajan tinggal scan scan ajaaaa,praktis:4; banget:1; cash:2; tinggal:1,aplikasi:-4; tidak:-5,8.0,-9.0,-1.0,negatif,praktis,positif
1163,"Aplikasi tidak bisa terbuka karena jaringan,jaringan aman untuk buka aplikasi lain",aplikasi tidak bisa terbuka jaringan jaringan aman buka aplikasi,terbuka:3; jaringan:3; jaringan:3; buka:3,aplikasi:-4; tidak:-5; aplikasi:-4,12.0,-13.0,-1.0,negatif,,manual_review
1164,Mau coba tarik tunai tanpa kartu tapi menggunakan jakone mobile apakah bisa? Soalnya saya coba klik tidak muncul,coba tarik tunai kartu menggunakan jakone mobile apakah bisa soalnya coba klik tidak muncul,coba:2; tarik:2; tunai:3; coba:2,soalnya:-1; tidak:-5; muncul:-1,9.0,-7.0,2.0,positif,,manual_review
1167,aplikasi nya sangat mudah di gunakan dan bagus,aplikasi nya mudah gunakan bagus,mudah:4; bagus:2,aplikasi:-4,6.0,-4.0,2.0,positif,bagus,positif
1174,Transaksi sangat cepat dan ngak ribet...recomend banget pokoknya,transaksi cepat ngak ribet recomend banget pokoknya,transaksi:4; cepat:3; banget:1,ribet:-4; pokoknya:-3,8.0,-7.0,1.0,positif,cepat; ribet,manual_review
1185,Sumpah app yg ini lemot bgt trs susah bgt dibukanya,sumpah aplikasi lambat banget susah banget dibukanya,sumpah:3; lambat:1; banget:1; banget:1,aplikasi:-4; susah:-3,6.0,-7.0,-1.0,negatif,lemot; lambat,negatif
1203,"Saran dari pribadi saya jgn suka"" ganti kaper/propil DKI",saran pribadi jangan suka ganti kaper propil dki,saran:2; ganti:3,jangan:-3; suka:-3,5.0,-6.0,-1.0,negatif,,manual_review
1205,"apk ini sangat simpel dan mudahin aku bgt yang pemulaaa! Mudah digunakan, terus serbaguna bgt ga repot lagi aku sekarang kalo mau beli kuota ataupun pulsa ^-^",aplikasi simpel mudahin banget pemulaaa mudah digunakan serbaguna banget tidak repot beli kuota ataupun pulsa,simpel:3; banget:1; mudah:4; banget:1; repot:5; beli:2,aplikasi:-4; tidak:-5; kuota:-2; pulsa:-3,16.0,-14.0,2.0,positif,mudah digunakan; simpel,positif
1208,Sekelas Bank DKI gini amat ya aplikasinya sering eror,sekelas bank dki gini amat ya aplikasi error,amat:4; ya:4,aplikasi:-4; error:-5,8.0,-9.0,-1.0,negatif,error; eror,negatif
1212,Aplikasi jakone mobile ini adalah aplikasi mobile banking dengan fitur lengkap. Registrasi nya mudah bgt dan bs deposito online.,aplikasi jakone mobile aplikasi mobile banking fitur lengkap registrasi nya mudah banget bs deposito online,lengkap:2; mudah:4; banget:1; deposito:3,aplikasi:-4; aplikasi:-4,10.0,-8.0,2.0,positif,,manual_review
1217,"Jangan ragu download dan buka rekening lewat aplikasi ini. fiturnya banyak, akses juga cepat. Proses pembayaran mudah dan gak banyak gangguan sistem. Kerenn lah pokonya.",jangan ragu download buka rekening aplikasi fiturnya akses cepat proses pembayaran mudah tidak gangguan sistem kerenn pokonya,ragu:3; buka:3; akses:2; cepat:3; proses:1; mudah:4,jangan:-3; aplikasi:-4; tidak:-5; sistem:-4; pokonya:-2,16.0,-18.0,-2.0,negatif,keren; cepat,positif
1223,Ini kenapa ya kok service out trus ga bisa ganti device,kenapa ya kok service out tidak bisa ganti device,ya:4; ganti:3,tidak:-5,7.0,-5.0,2.0,positif,,manual_review
1229,"Dunia dalam genggaman, cukup instal aplikasi ini, bisa buat bayar tagihan pulsa pdam paket data dll, juga bisa scan QR, yg lebih menarik lagi itu bisa deposit online, mantul deh pokoknya",dunia genggaman instal aplikasi bisa bayar tagihan pulsa pdam paket data dll bisa scan qr lebih menarik bisa deposit online mantul deh pokoknya,dunia:1; bayar:1; paket:4; lebih:1; menarik:4,aplikasi:-4; pulsa:-3; data:-3; pokoknya:-3,11.0,-13.0,-2.0,negatif,,manual_review
1240,Kaya orang tolol ini aplikasi di Bandingkan mbangking bank lain lemot banget bukanya .. gimana si buat emosi terus,kaya orang tolol aplikasi bandingkan mbangking bank lambat banget bukanya gimana si emosi,kaya:2; lambat:1; banget:1; emosi:3,tolol:-5; aplikasi:-4,7.0,-9.0,-2.0,negatif,lemot; lambat,negatif
