row_index,review_id,review,clean_review,rating,year,split_set,lexicon_score,label_original,label,label_source,refinement_reason,evidence_pattern,confidence_level
1690,c97829d7-730f-4308-ad40-8fb6b99be431,gk berguna di Luar Wilayah Jakarta.. Gk usah simpan uang Banyak2x d Bank DKI..,tidak berguna wilayah jakarta tidak simpan uang banyak2x d bank dki,1,2025,test,-12.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
1738,23a7e440-5a86-49b0-8774-57aed5341791,Jakone mobile bank dki makin keren 🥰,jakone mobile bank dki keren,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
1747,2904f69e-904f-4421-a8df-004a9d2fa464,Keren,keren,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
1763,708d24f3-75b4-47ff-98cf-0220406da6b3,"Ganti aplikasi baru malah Ribed, ngisi data ulang,kalau memang data ada yg berubah pasti nasabah dateng ke Bank,kalau ribed kaya gini mending pakai aplikasi yang lama,udah jelas gak ribed hanya isi email,no rek,no hp,nama,pin,langsung bisa dipakai,nah ini yg baru malah bertele harus ngisi data lagi.kalau mau ganti aplikasi tuh yg praktis,jangan bikin ribed registrasinya.",ganti aplikasi ribed ngisi data ulang data berubah pasti nasabah dateng bank ribed kaya gini mending pakai aplikasi udah jelas tidak ribed isi email no rek no hp nama pin langsung bisa dipakai nah bertele ngisi data ganti aplikasi tuh praktis jangan bikin ribed registrasinya,1,2022,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,praktis,high
1777,71b7f964-441c-4c87-85f3-8f7b4fb60993,"Tolong segera perbaikan systemnya diselesaikan ,tidak bisa transaksi apapun,payah!!!!",tolong segera perbaikan systemnya diselesaikan tidak bisa transaksi apapun payah,1,2025,test,8.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
1778,68f441f5-438a-4ae5-9d8f-85a04c1be511,Fiturnya keren,fiturnya keren,5,2022,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
1792,710be8d7-b964-4894-8162-4b3a74acceaa,"perbank paling kacau,udah beberapa hari ini tidak bisa transaksi dan transfer antar bank !!! tolong d perbaiki lah !!!",perbank kacau udah beberapa hari tidak bisa transaksi transfer antar bank tolong d perbaiki,1,2025,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
1798,128d6136-b79d-46df-b843-b17c322a08ba,"Saya bingung dg aplikasi ini, gk memudahkan nasabah.",bingung dg aplikasi tidak memudahkan nasabah,1,2023,test,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
1799,3845adbc-9832-4f6e-92a7-f239c6893aa7,"aplikasinya masih dalam tahap percobaan ya??? ngirim uang ke dana transaksi gagal, tapi uangnya ke sudah terkirim di istory. aplikasinya masih banyak kurangnya coba dong di perbaiki",aplikasi tahap percobaan ya ngirim uang dana transaksi gagal uangnya terkirim istory aplikasi kurangnya coba perbaiki,1,2026,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transaksi gagal,high
1847,5271dec1-fcee-4ab8-85ea-62821483c312,"hanya tertawa... dr sblm lebaran sampai lewat lebaran, hari ini tgl 8 April 2025... masih tdk bisa transfer ke bank Lain.. Marketing Digital sedang mengetik : Mohon maaf atas ketidaknyamanannya.. Kami hanya butuh Solusi & tindakan Cepat ... Jauh sama Aplikasi M-banking biru..",tertawa sblm lebaran lebaran hari tgl 8 april 2025 tidak bisa transfer bank marketing digital mengetik mohon maaf atas ketidaknyamanannya butuh solusi tindakan cepat jauh aplikasi m banking biru,1,2025,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
1852,8ce1f6ea-3d55-45ea-91dd-08d98a93e26b,Kebanyakan update Suka eror,kebanyakan update suka error,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,error; eror,high
1867,7e2bcef2-44e8-49e5-8c59-25ac4f0e9adf,"Aplikasi yg memudahkanku utk melakukan pembayaran hanya disatu platform, pake QR code jadi aman, bisa dilakukan kapan saja dan dimana saja.",aplikasi memudahkanku melakukan pembayaran disatu platform pakai qr code aman bisa dilakukan kapan dimana,5,2022,test,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
1889,d82f084f-b34a-431c-871e-a601b0fb9694,"Aplikasi mudah di gunakan, Tampilan baru keren, setidaknya aplikasi mampu membantu orang"" dalam mencari informasi tentang jakarta",aplikasi mudah gunakan tampilan keren setidaknya aplikasi membantu orang mencari informasi jakarta,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah; keren,high
1896,1323ea00-8a6a-4450-8749-3fc59cfb45a5,Mantapppp,mantapppp,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
1899,048f7f1e-a862-4d43-b025-04f28b3e6c0a,Keren,keren,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
1933,56235377-fbfb-484d-b66f-6941e30f7e88,Keren banget. Ini nih aplikasi yang cepat mudah digunakan dan tidak bikin bingung nasabahnya dalam bertransaksi.selain itu fiturnya juga banyak dan tampilannya juga baru. Keren banget pokoknya gak nyesel kalau download.,keren banget nih aplikasi cepat mudah digunakan tidak bikin bingung nasabahnya bertransaksi fiturnya tampilannya keren banget pokoknya tidak nyesel download,5,2022,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan; keren; cepat,high
1948,466e3130-b5aa-4615-b329-446d5ae8ffc7,Aplikasi nyaa mantapppppp,aplikasi nyaa mantapppppp,5,2024,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
1988,030e2ee4-b615-4767-8241-d353c9a6f6c0,"Sebenernya niat g sih buat M Banking, bukanya makin praktis malah makin pusing nungguin g connect2 . Butuh jaringan macam apa sih untuk buka M banking DKI, Sementara Bank Lain baik-baik saja kok jaringannya!",sebenernya niat tidak sih m banking bukanya praktis pusing nungguin tidak connect2 butuh jaringan sih buka m banking dki bank kok jaringannya,1,2023,train,-7.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,praktis,high
2004,dfb86a15-c739-44fa-a039-2e5ebc7d3c5f,Aplikasi nya manteb dan mudah digunakan,aplikasi nya manteb mudah digunakan,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan,high
2024,6655dbd9-3ffb-488a-82af-3c9a63fd95ba,"App yg sangat membantu, baru tau ada app yg sebagus ini",aplikasi membantu tau aplikasi sebagus,5,2023,train,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
2032,5942263e-d235-47fc-bda7-ac60919dd2cf,Apk jakOne mobile sangat mudah digunakan rekomendasi!,aplikasi jakone mobile mudah digunakan rekomendasi,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan,high
2047,83bb238d-ed3f-42b4-877a-29a893570c0b,"Aplikasi yang sangat membantu sekali, mudah juga digunakan untuk pengguna awam seperti saya, fiturnya gak bikin ribet",aplikasi membantu mudah digunakan pengguna awam fiturnya tidak bikin ribet,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
2097,94fdbaad-498e-45ce-b6a1-3c53618f172b,aplikasi JakOne Mobile sangat membantu,aplikasi jakone mobile membantu,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
2098,ae021f7b-9dc5-4662-a2c8-51db4b19f29c,"pakai apk ini memudahkan saya dalam segala hal dari membayar air PAM, token listrik dan cicilan yg lainnya,",pakai aplikasi memudahkan membayar air pam token listrik cicilan lainnya,5,2025,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
2147,9f953300-1a99-490e-9b1c-94a49423ed3c,Versi terbaru malah makin lemot parah,versi terbaru lambat parah,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot; lambat; parah,high
2150,b0b60c56-f5df-4747-bc2e-d7798fb23e68,dari rumah bisa deposit online senyaman ini pakai satu aplikasi aja.,rumah bisa deposit online senyaman pakai aplikasi,5,2025,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
2158,981c1e79-c164-4491-90d9-a8a4071918e4,"Keren ,semoga terus berinovasi",keren semoga berinovasi,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
2163,4655bcab-b7a6-4ffd-bf1c-8f31e2c79be4,"Setiap abis update ga bisa masuk, tolong sistem nya di perbaiki lagi, biar lebih nyaman",setiap abis update tidak bisa masuk tolong sistem nya perbaiki biar lebih nyaman,1,2023,validation,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
2184,7ed23aa6-58cd-44c2-bb27-04948978b81a,Aplikasinya sangat mudah digunakan,aplikasi mudah digunakan,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan; aplikasi mudah,high
2240,26a02f28-fe0a-4576-aa57-6ee6d8877cc3,"Pelayanan nya lama banget dalam mengatasi masalah klien yang saldo tidak masuk ke emoney tapi saldo jakone sudah kepotong, masa harus nunggu 10 hari kerja duluh",pelayanan nya banget mengatasi masalah klien saldo tidak masuk emoney saldo jakone kepotong masa nunggu 10 hari kerja duluh,1,2026,train,9.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,saldo tidak masuk,high
2269,72dffc26-c64b-4771-8b91-2a7eebfdebde,Aplikasinya semakin lama semakin smooth dan sekarang jauh lebih mudah digunakan.,aplikasi smooth jauh lebih mudah digunakan,5,2022,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
2291,d76d8745-88a1-4a84-84f9-67980f9acf33,tolong dong perbaiki lagi lah masa top up malem sekitar jam 8 malam saldo hilang tanpa masuk ke e-wallet,tolong perbaiki masa top up malem jam 8 malam saldo hilang masuk e wallet,1,2026,train,8.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,saldo hilang,high
2326,88ab0e21-398b-485f-901f-f0f9b0f59225,"Ini nih aplikasi ku cari2.. Cara daftar nya ga ribet, ditambah lagi ga ada biaya setoran awal dan biaya kartu ATM nya.. Mantap deh pokok nya",nih aplikasi ku cari2 daftar nya tidak ribet ditambah tidak biaya setoran biaya kartu atm nya mantap deh pokok nya,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
2370,b29e7665-dee6-4d49-a8d7-c15c43905261,"Aplikasi tidak berat, dan sangat mudah untuk digunakan bagi pemula, saldo awal nya juga kecil",aplikasi tidak berat mudah digunakan pemula saldo nya,5,2022,validation,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
2372,5c70ac2b-e247-4d62-a807-35b3cafae425,Keren bett!!,keren bett,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
2393,fda3b876-0840-47aa-9b6e-0bb57f39fe33,"Aplikasi nya parah selalu aja loading, mau transaksi aja nunggu lama banget dan itu juga klo kebuka. Tolong di perbaiki kembali",aplikasi nya parah loading transaksi nunggu banget klo kebuka tolong perbaiki,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,parah,high
2417,6217eb63-b81a-4ed0-89ce-88bc56436283,Ampun deh susah bgt buat buka nya.... tolong dong dipermudah cm gara gara signal kurang bagus sy gk bs buka. Gk semua provider signalnya lancar. Biar nyaman mengakses mbanking nya.,ampun deh susah banget buka nya tolong dipermudah cm gara gara signal kurang bagus sy tidak bs buka tidak provider signalnya lancar biar nyaman mengakses mbanking nya,2,2023,train,-6.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
2433,84f1cfe2-1a89-4ca7-bfbb-86222b177178,payah tidak bisa top up gopay dan transfer antar bank,payah tidak bisa top up gopay transfer antar bank,2,2025,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,payah,high
2477,3b061cd7-e801-4f62-a529-caa98400e2c8,aplikasi nya sangat membantu dalam melakukan pembayaran apapun,aplikasi nya membantu melakukan pembayaran apapun,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
2489,621f7db7-e190-4ff9-97e9-27dcc296aca0,"JakOne Mobile memudahkan sy dalam transaksi apapun, tanpa harus repot keluar rumah . Alhamdulilah tidak ada kendala, tampilan juga mudah dipahami . Bintang 5 buat aplikasi ini, semoga gak gampang error ya ..",jakone mobile memudahkan sy transaksi apapun repot keluar rumah alhamdulilah tidak kendala tampilan mudah dipahami bintang 5 aplikasi semoga tidak gampang error ya,5,2022,test,-9.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
2503,0b5edcad-7493-4799-bdda-27b24d9825e0,"Sebwlumnya saya pake apl ini di iphone krn iphone saya rusak pindah ke android, tp kenapa g bisa login ya min?udah di klik ya sudah punya rekening tapi disuruh bikin rek lagi🤔 balik lagi balik lagi😑",sebwlumnya pakai apl iphone iphone rusak pindah android kenapa tidak bisa login ya min udah klik ya punya rekening disuruh bikin rek balik balik,4,2023,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
2543,9fc1ae54-1175-4345-a579-88894aa14214,"Transfer di aplikasi ini prosesnya mudah bangeett udah gitu fiturnya lengkapp bisa bayar PLN, internet, pulsa jg bisa. Over all recommended deehh 👍",transfer aplikasi prosesnya mudah bangeett udah gitu fiturnya lengkapp bisa bayar pln internet pulsa jg bisa over all recommended deehh,5,2022,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
2580,8187cf42-c12b-4ab8-86c2-d53027ac31e2,Terbaik banget bank DKI dengan JakOne mobile banking ini! The best lah pokoknya thx aplikasi recommended,terbaik banget bank dki jakone mobile banking the best pokoknya thx aplikasi recommended,5,2022,train,-1.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
2591,1941b136-fe0d-4fda-95a9-95a5c3494b42,"Aplikasi mudah di gunakan, Tampilan baru keren bagus pokoknya iyahh",aplikasi mudah gunakan tampilan keren bagus pokoknya iyahh,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah; bagus; keren,high
2592,5f866b19-7243-448b-a7a3-67a815ea1b7c,Semakin bagusss pertnkn terusss,bagusss pertnkn terusss,5,2022,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
2598,e5ecd25d-c0e5-4974-9da8-18c71646a504,Mantaps pokonya mah...,mantaps pokonya mah,5,2026,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
2624,8d8f474e-4a80-4998-b837-cf23f0a16a22,keren apl nya,keren apl nya,5,2025,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
2632,87a01e14-103a-4ac9-b03b-95fd735c89ad,Gak bisa login ini gmna? Aneh bngt ya,tidak bisa login gmna aneh bngt ya,1,2023,train,3.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
2637,ceec2d7d-b742-463c-ba7a-9e6c9e4ff2e9,beli pulsa 200 rb. Saldo udh kepotong tp pulsanya gak masuk. payah bgt ban dki,beli pulsa 200 rb saldo kepotong pulsanya tidak masuk payah banget ban dki,1,2026,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,payah,high
