clean_review,label_v1,label_v2,label_v3,skor_v1,skor_v2,skor_v3
lambat,positif,positif,negatif,1.0,1.0,-0.6
verifikasi ktp swafoto muncul notif kesalahan umum 0404 mohon dibantu,positif,positif,negatif,1.0,1.0,-1.0
2026 tidak jelas aplikasi login ditanya punya rekening belum dijawab minta otp kena pulsa dimasukin kode otp suruh scan ktp bla bla bla,negatif,negatif,negatif,-16.0,-16.0,-2.1999999999999997
kekurangannya,netral,netral,netral,0.0,0.0,0.0
tolong perbaiki sistem nya transfer gagal saldo potong bener makan nunggu 10 hr kerja tambah tlpn menggunakan pulsa kesini parah sistem nya,negatif,negatif,negatif,-7.0,-7.0,-2.6000000000000005
tidak masuk masuk otp nya padahal,negatif,negatif,netral,-5.0,-5.0,0.0
aplikasi segera membantu tensi darah tinggi parah banget pokoknya,negatif,negatif,positif,-1.0,-1.0,0.4
pelayanan bank dki lambat buruk cape bolak balik bank gara2 token gagal transaksi,negatif,negatif,negatif,-8.0,-8.0,-3.2
pelayanan nya banget mengatasi masalah klien saldo tidak masuk emoney saldo jakone kepotong masa nunggu 10 hari kerja duluh,positif,negatif,positif,9.0,9.0,1.4
bolak balik login tidak bisa2 tetep layar merah dng tulisan jakone mobile smpe unistal instal ttp,negatif,negatif,positif,-4.0,-4.0,0.20000000000000007
punya no hpnya hilang gimana aktifasinya pakai no hp pas daftar terdaftar solusinya gimana nnt rate 5 bintang,positif,positif,positif,14.0,14.0,0.5999999999999999
disgusting my number already registered only choice conventional or syariah i choose conventional fyi i don t have saving account only installed for jakpay after verified they said my number has registered but no choice jus t it aplikasi sampah orang database administrator nya males bersih bersih,negatif,negatif,negatif,-7.0,-7.0,-1.2000000000000002
registrasinya susah login jakone mobile,negatif,negatif,negatif,-3.0,-3.0,-0.6
susah transfer aplikasi dana error 101 transaksi error 12 mbanking jakone masa kalah mbanking bank daerah lainnya,negatif,negatif,negatif,-13.0,-13.0,-2.5999999999999996
tidak bi fast transaksi gagal uang nyangkut,negatif,negatif,negatif,-5.0,-5.0,-0.8
aktivasinya lambat,positif,positif,negatif,1.0,1.0,-0.6
du terasper aplikasi kapok perna terasper dana uang kepotong uang tidak samapai tujuan,negatif,negatif,positif,-8.0,-8.0,0.20000000000000007
bagus,positif,positif,positif,2.0,2.0,0.6
bunga pinjaman gila an 100,positif,positif,negatif,6.0,6.0,-0.4
mengecewakan klo dibandingin bank server gatau suka error kadang login berjam jam tidak tidak bisa melakukan permintaan coba cek koneksi internet padahal aman aman aneh ni jdi suka nyusahin,positif,positif,positif,4.0,4.0,0.7999999999999998
tidak bisa buka mobile banking kuota info hp cek koneks8 tolongin,negatif,negatif,negatif,-11.0,-11.0,-2.4000000000000004
gajelas emanggg pilihannya udahhh punya rekening pas isi data bilang ktp udah terdaftar aneh udah jelas jelas makanya punya rekening daftarnya pakai ktp,positif,positif,positif,15.0,15.0,1.8000000000000003
tidak bs pakai terkunci,negatif,negatif,netral,-5.0,-5.0,0.0
gue pakai jakone transfer proses selama 1bln belum penyelesaian ngabisin pulsa tlp call center buang2 suruh kantor cabang pas dateng tambahkan masa penanganya tidak rekomendasikan transfer jakone,negatif,negatif,positif,-6.0,-6.0,0.19999999999999996
isi token pembayaran va nominal 500 rb 600 rb tidak berhasil tidak keluar kode token transaksi tgl 20 januari sd belum update call center cuman bacain pelaporan doank aduhhh,negatif,negatif,negatif,-7.0,-7.0,-1.0
kenapa gbisa krna jaringan pdahal jringan nya aman ko hrs gmn,positif,positif,negatif,3.0,3.0,-0.20000000000000007
tidak bisa aktifkan biometrik tidak jelas,negatif,negatif,negatif,-11.0,-11.0,-1.2
tolong pihak dki perbaikin masa tidak transaksi apa2 kepotong cek mutasi biaya adm saldo berkurang byk lebih dri adm,negatif,negatif,negatif,-13.0,-13.0,-1.4
liat saldo bank dki diminta kode otp isi pulsa pas buka tidak bisa diminta kode otp kurang canggih aplikasi kayak nya malahan mempersulit menggunakan aplikaso bank dki,negatif,negatif,negatif,-12.0,-12.0,-1.4
seharus nya pihak bank memperbaiki aplikasi bukan setiap masalah solusinya telpon cs kantor cabang dibuat online setiap masalah kantor benar2 aplikasi mengecewakan,negatif,negatif,negatif,-22.0,-22.0,-1.8
kenapa error melulu setiap login hubungin call center melulu coba maksudnya,negatif,negatif,negatif,-10.0,-10.0,-2.4000000000000004
habis updet kok tidak bisa kebuka ya tolong admin perbaikin,positif,positif,positif,5.0,5.0,0.8
kagak jelas login error 0019 lol lucu banget apps,negatif,negatif,negatif,-3.0,-3.0,-0.8
beli pulsa 200 rb saldo kepotong pulsanya tidak masuk payah banget ban dki,netral,negatif,positif,0.0,0.0,0.2
membantu transaksi usaha tidak repot repot kantor cabang bank jakarta,positif,positif,positif,4.0,4.0,1.0
aplikasi bagus cepat heplfull,positif,positif,positif,1.0,1.0,1.2
lebih mudahkan transaksi,positif,positif,netral,5.0,5.0,0.0
bermanfaat mudah gunakan,positif,positif,positif,9.0,9.0,1.8
pengalaman menggunakan aplikasi super lengkap informatif,positif,positif,positif,3.0,3.0,1.4
keren lo,netral,positif,positif,0.0,0.0,0.8
mantappp keren kemudahan,positif,positif,positif,3.0,3.0,1.4
aplikasi tidak jelas top up dana tidak bisa masuk delay nya banget,negatif,negatif,positif,-11.0,-11.0,0.20000000000000023
ngisi dana pending pnding nya d urus kntor cabang parah bkan skli,negatif,negatif,negatif,-4.0,-4.0,-0.7999999999999999
transaksi gagal saldo berkurang tolong it nya dibenerin,positif,negatif,negatif,2.0,2.0,-1.4
bagus,positif,positif,positif,2.0,2.0,0.6
bisa skin heronya banyakin,netral,netral,netral,0.0,0.0,0.0
tolong diperbaikilah masa kirim kode otp banget bisa sampe 30menit,positif,positif,positif,3.0,3.0,0.6000000000000001
fasilitas lengkap,positif,positif,negatif,4.0,4.0,-0.4
transaksi qris gagal saldo terpotong mutasi mengajukan komplain tidak ditangani ilang uang,negatif,negatif,negatif,-11.0,-11.0,-2.4
suka banget buka rekening langsung dapet cas baut jajan,positif,positif,positif,12.0,12.0,1.7999999999999998
debitnya udah apdet visa aplikasi ko kaya aplikasi jualan pulsa ppob gitu ya,negatif,negatif,positif,-4.0,-4.0,1.0
aplikasi penipuan diisi saldo langsung diblokir telpon cs disuruh bank bank nya tidak alhasil hangus uang,negatif,negatif,negatif,-9.0,-9.0,-1.4
masukin kode otp sore d tunggu banget kecewa,negatif,negatif,negatif,-1.0,-1.0,-1.0
aplikasi membantu,netral,netral,positif,0.0,0.0,0.8
bank jakarta,netral,netral,netral,0.0,0.0,0.0
regis ulang pas pengambilan swafoto lelet loading nya muter2 doang sinyal udah stabil padahal sistem harap diperbaiki,positif,positif,positif,6.0,6.0,1.1999999999999997
aplikasi bikin otp kudu bayar mending langsung berhasil kudu berkali aplikasi mandiri otp gratisss tidak pakai bayar,negatif,negatif,netral,-6.0,-6.0,0.0
password tiba tiba diblokir gajelas,netral,netral,netral,0.0,0.0,0.0
kenapa verifikasi otp error ngga masuk padahal pulsanya,negatif,negatif,negatif,-10.0,-10.0,-1.0
kurang pelayan nya online,negatif,negatif,negatif,-7.0,-7.0,-0.8
erorr setiap sabtu minggu tidak bs dipake,negatif,negatif,netral,-5.0,-5.0,0.0
jakone sampe keseringan error sistemnya tidak ngerti dah kenapa bank aneh sistem kayak gakpernah evaluasi udah 2026 masi,negatif,negatif,negatif,-17.0,-17.0,-1.7999999999999998
paraah transfer bank emoney dimutasi terkirim penerima belum menerima uangnya kenapa bisa tidak duakali,negatif,negatif,negatif,-6.0,-6.0,-0.19999999999999996
buka rekening kode otp tidak bisa bisa kocak,negatif,negatif,negatif,-7.0,-7.0,-1.0
cepat merespon,positif,positif,positif,6.0,6.0,1.2
setiap verifikasi data error buang pulsa dateng kantor cabang pusat nya sampe skrg belum ad solusi kantor cabang nya kantor cabang menghubungi pihak it pusat katanya suruh coba menerus akhirnya ujung nya pulsa habis total 30rb tolong kedepannya lebih urus perihal login akses verifikasi datanya menggangu,negatif,negatif,positif,-3.0,-3.0,0.19999999999999984
bisa daftar cuman warga jakarta ya jakarta tidak bisa,netral,netral,positif,0.0,0.0,0.20000000000000007
kenapa aplikasi jakone error bahkan terkadang tidak bisa dibuka kendala aplikasi tolong segera diperbaiki customer bank jakarta kita merasa terganggu menggunakan fasilitas jakone bayar tagihan dll terkendala bahkan beli token listrik habis nunggu aplikasi normal,negatif,negatif,negatif,-5.0,-5.0,-0.8
aplikasi nya aneh tidak jelas masuk potong pulsa otp 1500an dah gitu tidak bisa berhasil ulang2 berkali 20ribuan pulsaq masuk buka rekening syariah isi data bilangnya tidak bisa data mmg rek konven pas masukin nomor rekening sesuai buku tabungannya tidak bisa bikin gagal masukin data anggap salah pulsa habis bintang 1 dah dki kerja lbh dah,negatif,negatif,negatif,-42.0,-42.0,-3.5999999999999996
aplikasi nya bagus mudah digunakan,positif,positif,positif,2.0,2.0,1.4
mantappp sukses bank jakarta,positif,positif,positif,3.0,3.0,0.6
fiturnya lengkap membantu ber transaksi sehari hari,positif,positif,positif,10.0,10.0,1.2000000000000002
apakah bisa cek saldo kjp,negatif,negatif,negatif,-2.0,-2.0,-0.8
gunanya nih aplikasi ya tidak bisa transfer pakai qris bknnya mempermudah mempersulit knp tulisannya kesalahan 0019 pdhl bener masukin pwnya kesel banget,negatif,negatif,negatif,-14.0,-14.0,-0.5999999999999999
lebih aplikasi,negatif,negatif,netral,-3.0,-3.0,0.0
down,negatif,negatif,negatif,-3.0,-3.0,-0.6
uang hilabg atm padahal tidak oang tau pin sampe 0 rupiah,negatif,negatif,negatif,-9.0,-9.0,-0.8
gagal login menerus tolong segera d perbaiki,positif,negatif,negatif,2.0,2.0,-0.4
sukses bank dki,positif,positif,positif,3.0,3.0,0.6
tolong perbaiki aplikasi lambat susah masuk,negatif,negatif,negatif,-6.0,-6.0,-1.2
tolong perbaiki scan qr jngan mempersulit pengguna,positif,positif,positif,4.0,4.0,0.2
pelayanan jak mobile kacau belum siap jangan luncurin perbaiki sistem nya sungguh ancur pelayanan jak mobile nya susah login udah uninstall msh tidak bs login,negatif,negatif,positif,-6.0,-6.0,0.4
diperbaiki kode virtual acun parah lambat sistemnya kode virtual acun jakboat tidak bisa langsung dikenali,negatif,negatif,negatif,-12.0,-12.0,-1.6
gimana sih aplikasi ngurus gasih kayak aplikasi tidak terurus login susah nya minta ampun deh susah banget otp tidak masuk masuk udah coba hp nunggunya bangetttt banget banget,negatif,negatif,negatif,-23.0,-23.0,-3.0
uhhh scan muka loding banget udah nungguin tulisan error dasar,negatif,negatif,negatif,-3.0,-3.0,-1.2
pelayanan,positif,positif,positif,3.0,3.0,0.6
apaan sih gajelas banget login tidak bisa udah punya kartu minta verif otp sms tidak masuk masuk sampah bngt sistem nya,negatif,negatif,negatif,-16.0,-16.0,-3.4000000000000004
bug parah padahal pasword benar error melulu tolong diperbaiki ganti pasword tidak bisa masuk udah empat hari tidak misa log in 0004,negatif,negatif,negatif,-18.0,-18.0,-4.0
izin jakone mobile sy instal apl jakone mobile tidak beranda bgmn y bs beranda,negatif,negatif,negatif,-9.0,-9.0,-0.8
bank servernya pakai pentium 1 x ya busuk,negatif,negatif,negatif,-1.0,-1.0,-0.19999999999999996
tolong verifkasi otp nya tidak masuk coba beberapa seminggu isi pulsa tidak ngaruh ngalamin kendala kok tidak benerin,negatif,negatif,negatif,-8.0,-8.0,-1.0
buruk aplikasi,negatif,negatif,negatif,-9.0,-9.0,-1.0
rekening susah banget stuck liveness loading sampe 30 menit akhirnya keluar proses haduh,negatif,negatif,negatif,-4.0,-4.0,-1.4
apalah orang minta kode otp tidak dikirim kirim,negatif,negatif,negatif,-8.0,-8.0,-0.9999999999999999
aplikasi kek giliran isi saldo kok engga bisa login setiap masukin pasword tulisan nya pasword terblokir 0004 reset pasword jadinya kasih bintang 1 aplikasi tidak bisa buka sesudah isi saldo,positif,positif,negatif,3.0,3.0,-2.0
knpa suka error mulu,netral,negatif,negatif,0.0,0.0,-0.6000000000000001
menurutku aman sih,netral,netral,positif,0.0,0.0,0.6
kenapa sih banget gangguan tolong kepihak aplikator mohon optimalkan aplikasi aplikasi,negatif,negatif,negatif,-2.0,-2.0,-0.6000000000000001
kenapa error setiap transaksi parah,negatif,negatif,negatif,-6.0,-6.0,-2.0
tidak jelas kode tidak masuk masuk,negatif,negatif,negatif,-14.0,-14.0,-0.6
knp transfer uang tabungan gagal mulu sih tidak jls banget kmrn tidak bisa2,negatif,negatif,negatif,-8.0,-8.0,-0.20000000000000007
tolol aplikasi kaga bisa nerima otp nyoba berkali kaga bisa gimana si,negatif,negatif,negatif,-9.0,-9.0,-1.0
aplikasi nya tambah kacau tidak karuan tidak nyaman transaksi,negatif,positif,negatif,-11.0,-11.0,-0.8
hadeuh gmn sih mkin kesini tidak bagus 1 layanan transfer dihari libur kebanyakan gagal pk bifast 2 shopeepay dana nonaktifkan bank transfer 3 gmn bayar pesanan shopee kl dinonaktifkan termasuk seabank otomatis transfer bank jg msh gagal tidak bisa 4 kl tidak berubah yo wes abis gajian ambil semuanya ajalah,negatif,negatif,negatif,-19.0,-19.0,-2.8000000000000003
login hp teriset diminta verifikasi data susah error 0404 gagal liveness loading tolong diperbaiki tidak bisa login telpon cs langsung cs bank jakarta tidak bisa tolong it jakone ditindaklanjuti,negatif,negatif,negatif,-16.0,-16.0,-3.4000000000000004
sistemnya lg update kah kirim uang e wallet rekening ku notice nya error,negatif,negatif,negatif,-3.0,-3.0,-0.6
bagus,positif,positif,positif,2.0,2.0,0.6
troubel n lambat,positif,positif,negatif,1.0,1.0,-0.6
yeaay bi fast bisa transfer lancar tinggal virtual account bank jakarta nih susah didapat aplikasi,negatif,negatif,negatif,-2.0,-2.0,-0.3999999999999999
isi data benar kenapa pas lanjut tulisannya data terdaftar yah min padahal pilihnya punya rekening pas isi data tidak bisa lanjut stuck isi data sesuai e ktp,positif,positif,negatif,8.0,8.0,-4.4
gimana tarik tunai atm dki tidak bisa proses saldo terpotong setelah bank dki customer service bilang saldo nya 1x24 jam setelah 1x24 jam tidak kunjung saldo nya call center pakai pulsa berbayar telfon bertele tele tolong perbaiki manajemen nya tidak 2 x,negatif,negatif,negatif,-12.0,-12.0,-1.4
kenapa nih uang ku hangus gagal tarik tunai aplikasi aplikasi bbussuk,negatif,negatif,negatif,-10.0,-10.0,-0.3999999999999999
kacau bed tidak bisa buka menjelang gajian parah kacau,negatif,negatif,negatif,-4.0,-4.0,-1.0
pelayanannya ok,positif,positif,positif,4.0,4.0,0.8
gagal refund jakone pay estimasi 11 hr tidak balik balik nambah diperpanjang 14 hr bener dikira uang tidak kepake ya,negatif,negatif,netral,-10.0,-10.0,0.0
tinggal pengisian riwayat pekerjaan error padahal bukan pentingnya pekerjaan penting saldonya,positif,positif,negatif,2.0,2.0,-0.4
aplikasi nya bug parah bukan pembayaran gaji tidak download 1 setiap mendekati tgl gajian lemott parah loading menuju beranda lambat dibanding aplikasi 2 pembayaran via transfer e commarce waktunya pasti loadingnya biaya adminnya mahal tidak aplikasi lainnya tidak layanan bi fast 3 potongan biaya admin tabungan administrasi nya lebih mahal m banking lainnya beberapa terjangkau bad,negatif,negatif,negatif,-34.0,-34.0,-4.3999999999999995
semenjak tgl 30 maret 2025 bi fast nya ngga tolong update lagii biar bi fast nya doong,positif,positif,netral,2.0,2.0,0.0
disini terima kode otp motong pulsa sedangkan bank udah bisa via wa tidak bisa login ataupun daftar disuruh bank terdekat pembaruan data intergrasi full online mah,negatif,negatif,negatif,-8.0,-8.0,-0.19999999999999996
bank m bangking nyusahin bi fast setahun tidak pas ganti hape instal susah banget bank minta bantu ternyata bank dki servernya error,negatif,negatif,negatif,-7.0,-7.0,-1.7999999999999998
ancur banget aplikasi nya kirim ewallet gopay muncul 101 slalu tidak berhasil,negatif,negatif,negatif,-8.0,-8.0,-0.5999999999999999
kebanyakan kendala mulu aplikasi,netral,netral,negatif,0.0,0.0,-0.2
lumayan lengkap menu nya,positif,positif,positif,3.0,3.0,0.6000000000000001
jujur min tidak suka banget pakai mencoba bank ternyata banget masalah tarik tunai tidak bisa mbanking tidak bisa komplen tidak respon tolong min jangan menyulitkan transaksi bermasalah bingung tau tidak bayar,negatif,negatif,negatif,-24.0,-24.0,-1.2
layanan transfer antar bank invalid,negatif,negatif,negatif,-2.0,-2.0,-0.4
aplikasi error kosong isi langsung kesedot admin,negatif,negatif,negatif,-8.0,-8.0,-2.1999999999999997
kok pakek qris tidak bisa ya,negatif,negatif,positif,-1.0,-1.0,0.20000000000000007
kok kode otp nya tidak dikirim kirim ya,negatif,negatif,positif,-4.0,-4.0,0.8
setiap bayar kpr rumah tidak bisa d buka bikin orang jatuh tempo,positif,positif,negatif,4.0,4.0,-2.0
seiring lambat error,negatif,negatif,negatif,-4.0,-4.0,-1.6
fitur memadai kebutuhan,positif,positif,positif,4.0,4.0,0.8
teman bernama dany yudha merekomendasikan aplikasi mobile,netral,netral,positif,0.0,0.0,0.8
mantap,positif,positif,positif,5.0,5.0,1.0
sejauh aplikasi bisa digunakan suka bangetttt,negatif,negatif,positif,-1.0,-1.0,0.6
mantap,positif,positif,positif,5.0,5.0,1.0
bagus,positif,positif,positif,2.0,2.0,0.6
wow,netral,netral,netral,0.0,0.0,0.0
keren apl nya,netral,positif,positif,0.0,0.0,0.8
aplikasi bagus membantu transaksi gampang,positif,positif,positif,10.0,10.0,2.2
bagus,positif,positif,positif,2.0,2.0,0.6
keren,netral,netral,positif,0.0,0.0,0.8
bagus,positif,positif,positif,2.0,2.0,0.6
bagus,positif,positif,positif,2.0,2.0,0.6
keren,netral,netral,positif,0.0,0.0,0.8
keren,netral,netral,positif,0.0,0.0,0.8
memberikan pengalaman bagus,positif,positif,positif,4.0,4.0,1.0
mantapp minigames,netral,positif,netral,0.0,0.0,0.0
mantap,positif,positif,positif,5.0,5.0,1.0
keren banget,positif,positif,positif,1.0,1.0,1.0
transaksi via qris tiba gagal saldo ikut kepotong 2 hari saldo belum,positif,positif,negatif,1.0,1.0,-0.8
bagus,positif,positif,positif,2.0,2.0,0.6
bagus,positif,positif,positif,2.0,2.0,0.6
kenapa transfer pakai bi fast bank banget ya,positif,positif,positif,5.0,5.0,1.0
swafoto verifikasi data susahnya ya ampun sampe berjam jam gaaaa bisa bisa,negatif,negatif,negatif,-1.0,-1.0,-0.3999999999999999
keren,netral,netral,positif,0.0,0.0,0.8
kecewa bank kita tidak melakukan kesalahan apapun tiba2 pasword terblokir pas diubah pendaftaran secara online malahan suruh dicabang bank sdngkan kita jauh dikampung adehh,negatif,negatif,negatif,-10.0,-10.0,-1.8000000000000003
