userName,tanggal,tahun,rating,ulasan,thumbsUp,versiApp,balasanBank,tanggalBalasan,reviewId
fitra kuswanti,2022-07-22,2022,5,"Segera di download new jakonemobilenya... User friendly, sekarang menggunakan password, tampilannya menarik. Yuuk segera download new jakonemobilenya aku aja sudah masa kamu belum☺",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:46:12,5669f4bc-c1fe-4669-a176-4435d680f2bb
Riskan Lubis,2022-07-22,2022,5,ok,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:28:57,a0eb37ec-8427-4f42-ba8a-c0b0197c0b6b
eva ardiana,2022-07-22,2022,5,"New jakone mobile,, mantabs",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:38:03,aabcf2b8-3bac-4983-a09e-be08d67c0be8
widhyastini siria,2022-07-22,2022,5,aplikasi baru untuk transaksi,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:27:45,3aa9a664-989f-4a73-8884-d3ee017c28aa
Yuyun Yuhana,2022-07-22,2022,5,Tampilan dan aplikasi lebih bagus,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:12:31,1ba0b74f-08a4-46c1-b1ed-59c9f412b737
Herudin Heru,2022-07-22,2022,5,Mantul.... mantap betul jakone nya bank DKI👌👌,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:11:59,84067e8f-6865-4429-bafb-1b2372969cf6
Muhammad Umar,2022-07-22,2022,5,"Aplikasi yang bagus, lengkap dan sangat bermanfaat...",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 08:04:23,f6e59ca0-326c-4db1-91fb-6d818ea0365c
nuhverdo herlandy,2022-07-22,2022,5,Fitur nya lebih bagus,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:11:36,1f6db4f3-0abc-486f-ba5d-11c151767264
Faiz Hafara,2022-07-22,2022,5,Tampilannya lebih menarik dan sangat berguna. Good job Bank DKI,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:10:49,d89b2480-c8c9-4032-9a1b-d4e80daf2dd0
Atin Astatin,2022-07-22,2022,5,"Tampilannya keren, mudah pengaplikasikannya dan memudahkan untuk transaksi 👍👍👍",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-17 13:48:40,a6f2268f-d17e-4a7e-a456-ca5e00e5087a
Syarief Muhammad Ali,2022-07-22,2022,5,Semoga aplikasi jakone mobile baru ini lebih mempermudah transaksi melalui handphone. Go to less cash. 👍🏻,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-17 13:48:24,c9499c7a-c125-48bb-a763-72b9fc6f6278
Edi Suhaidi,2022-07-22,2022,5,Smakin lengkap dan memudahkan... Tq,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-17 13:47:54,91a9cc4c-42fc-437d-aa81-7445dc9170c3
Esti Malia,2022-07-22,2022,5,Lebih nyaman..lebih user friendly...tp menu belum selengkap aplikasi sebelumnya.. on progress kaliya...,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:13:20,f00a9912-79aa-41e0-8c0e-3a0b7b83a169
Wulan Pradita Sari,2022-07-22,2022,5,Aplikasi semakin menarik dan inovatif.Keren Bank DKI,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-17 13:46:05,3dcb8aa4-fa63-49b2-851c-f00e11205144
Lutfi Ariyani,2022-07-22,2022,5,1 aplikasi utk semua transaksi,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 09:41:23,87f01861-6a83-4eab-88ad-84a15cc9cdb5
Wulan Tari,2022-07-22,2022,5,Zuperr app,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 09:40:59,91b02579-1007-4b19-9123-149a2292b1a7
Dwi Kendar,2022-07-22,2022,5,"Waaahh sangat ngebantu banget, saya transaksi jd mudah sekali, terimakasiiii",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 09:40:42,4d874cc6-2af8-40ad-8a9d-f65e4b9e3024
Prillanda Irenne,2022-07-22,2022,5,Fitur semakin lengkap dan sangat membantu dalam proses transaksi👍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 09:42:05,9b5caeab-1a8b-4f8f-b1c6-47e1d414f2d2
scalixx,2022-07-22,2022,5,"Aplikasi NewJakone Mobile mudah digunakan, bertransaksi jadi lebih mudah dengan fitur yang lengkap 👍",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 09:39:20,5f363269-c201-4a1d-a4a4-b0c37e08a744
Muhammad Grinaldi Prayoga,2022-07-22,2022,5,User friendly,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 09:37:13,bcef9310-519f-4923-97d7-ff687e82927c
Novie Rahmatia,2022-07-22,2022,5,"Lebih mudah daftar dan aksesnya, tampilan lebih oke, kereeen...👍",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 08:57:59,697824fa-b050-4a63-9c6b-670dc6484664
Novilia Dwi Saputri,2022-07-22,2022,5,Good,0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 08:41:44,a01ac9c1-ee65-47df-b46e-6ea5f8d827c6
Ratih Kartika,2022-07-22,2022,5,Kerenn👍👍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-11 09:42:09,c3dcf5cd-2278-4d56-8570-0197544b8cd5
Iwan Indra,2022-07-22,2022,5,Lebih segar fitur nya mantab👍😁👍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:28:01,f3a5fe32-a54d-4377-8cd2-207b66bff52e
Marjanti 296,2022-07-22,2022,5,Good..,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:21:17,4bc0b62b-d9b3-4b15-b88b-641a2d31dd3d
Gonto Fujiyono,2022-07-22,2022,5,"Keren banget new JakOne Mobile, fiturnya makin lengkap dan transaksinya cepat",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:23:36,08c22ad5-19d2-470e-8bb1-22231f947506
kaisar hanan,2022-07-22,2022,5,"Sangat membantu dan mempermudah transaksi , oke pake bangeeeuut",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:27:31,9d38bcfd-7063-480b-989c-dab227711082
Bagus Massyanto,2022-07-22,2022,5,Transaksi semakin mudah dengan JakOne,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 07:23:33,735dd75e-b72a-4a06-bc6c-73ce1dc00349
mundi1407,2022-07-22,2022,5,Transaksi semakin mudah dengan New Jakone Mobile,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:26:00,182158fa-07e6-41e7-bc76-a6b0c91b6105
Ranienci Istiqomah,2022-07-22,2022,5,"Banyak Fitur Tambahan, Good Job Bank DKI",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:25:46,9c1f1d0c-1e82-419f-9927-4241e9933a75
Lasmita Mita,2022-07-22,2022,5,Semakin lengkap Fiturnya dan semakin bangga Bank DKI,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:25:30,d85a7f76-88ee-41bf-adec-3e2c58a0d4ba
m.iskandar zulkarnaen,2022-07-22,2022,5,Good,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:25:16,22b535ed-0ffb-4924-8d19-9d08afabd863
Muhammad Bahrul,2022-07-22,2022,5,"Luar biasa, benar2 mengakomodir kebutuhan keuangan nasabah",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:39:53,4dfa33db-98df-4235-94d5-e41801f86365
Lia Novaliana,2022-07-22,2022,5,Kereeenn.. lebih fresh dan user friendly 👍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:38:57,7bdd396c-970a-4ffa-a43f-a2627e2eedde
Haidir Anwar Awang,2022-07-22,2022,5,Pendaftaran mudah,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:22:53,c324eca4-7c1c-4de4-bb94-843daaa7a6f0
sky bee,2022-07-22,2022,5,Makin keren aplikasi dn manfaat nya.,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:38:27,d0b5f781-fa46-4309-8ce1-899d28634f6f
Yusi Ningrum,2022-07-22,2022,5,Mantapp,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:24:58,17c6e862-7a99-481e-9274-4912a76168ed
atik susanti,2022-07-22,2022,5,New JakOne Mobile jadi tambah keren fitur2nya..... Bank DKI mantul....,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:35:28,d4d51810-644d-48e3-9557-466016492b7f
Ahmad Hariri,2022-07-22,2022,5,Tampilan lebih Fresh dan user friendly... Mantap...,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:34:16,765ac416-b2f0-447f-9c2f-59d974767053
Euis Ratih,2022-07-22,2022,5,Cool jakone,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:30:54,3599603d-e27c-4ab1-bcb5-fc2704a9ffa4
Alex Pardede,2022-07-22,2022,5,"Mantul boss... Makin lebih mudah dalam bertransaksi, lebih ringan dan ga lemot...",1,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:29:41,8abf3fb9-5f90-4163-8fcd-b944ea5c89fd
Amalia Anggraini,2022-07-22,2022,5,"Semakin Terdepan, JakOne Mobile Bank DKI 👍👍👍",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:28:45,cce1de61-fada-46d4-a7cf-fcd444ffbced
hanung prasongko,2022-07-22,2022,5,Semoga makin memudahkan,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:27:56,859dcedf-f4fc-4e8a-b4e2-3bcd940899e2
bayu eka,2022-07-22,2022,5,Topppp,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 14:27:00,699e6c1e-9504-4acc-bf82-63b0dfcda12e
Rino Marianto,2022-07-22,2022,5,Bagus sekali aplikasinya dan sangat membantu dalam transaksi lainnnya,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:54:44,331f5da8-9c01-4e55-b2b1-1a5ba41d30ea
Marsudi marsudi,2022-07-22,2022,5,Wow.....Fiturnya lengkap bangaat.... Cocok buat para Milenial nech..... makin Keren Bank DKI,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:54:58,8140ebe7-c542-42ea-a7bc-147c550626c5
Ichsan Cielo,2022-07-22,2022,5,"Fitur fiturnya semakin memudahkan bagi penggunanya, maju terus new jakone mobile.",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:28:14,d7cadc05-154c-4460-94e5-ad8929e509e3
Sarah Luthfiyyah Anjani,2022-07-22,2022,5,"Fitur lengkap, lebih mudah dan terkini Keren banget pokoknya",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-17 23:55:14,8bad2a29-c01b-460c-be12-787561a717b6
Evi Adilah Fitri,2022-07-22,2022,5,"Woow, fiturnya semakin lengkap !",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:08:55,59d03b24-15c3-484f-a5da-a11cef9ccd85
Tika Rahmawati Nurvitasari,2022-07-22,2022,5,Selalu inovatif dan sangat membantu dalam transaksi perbankan 👍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 09:11:24,770df8a5-31ff-4ac1-9383-7bb6ac0ddafd
Tulus Atmaja,2022-07-22,2022,5,"Makin mantab, makin lengkab.. !! 👍",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:08:34,dac3c764-b210-4416-89f8-2bf7346b1418
Aulia Ulhaq,2022-07-22,2022,5,Mantap sedap,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:08:15,8d689b68-2d2e-4c05-ba57-4b8b98cb6e4d
Eka Agus priatmoko,2022-07-22,2022,5,Mangstabs,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:07:26,e5133700-0919-4507-b6bd-7591fa59cf4e
Rakha Rayhan,2022-07-22,2022,5,"Sangat segar, tampilan baru, fitur lebih lengkap. Good job bank DKI.",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:07:09,e4fadb44-340e-4493-9807-4e783069554a
Aris Margono,2022-07-22,2022,5,"Tampilan baru, lebih nyaman",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 07:06:52,ff32d98d-0fce-469b-9d55-62d2224f1667
Dwi Wahyuningsih,2022-07-22,2022,5,"Alhamdulillah, aplikasi new jakone mobile mantap👍",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 02:00:03,d6169928-2498-4964-974d-7f705587ea9a
ratno basuki,2022-07-22,2022,5,Keren Banget Fitur2ny....sangat komplit karna kebutuhan saya bisa terfasilitasi oleh aplikasi New JakOne Mobile ini.....Bank DKI TOP BGT,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:09:43,81c4c404-c44c-4f9a-b352-537f96024124
Sri Indradewi,2022-07-22,2022,5,memeprmudah penggunaan dan penampilan lebih fresh,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 01:59:44,ada0ed31-2b1f-47f4-a6d0-1a30322478ec
-D-,2022-07-22,2022,5,"New aplikasi lebih keren, mudah digunakan mantaaap",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 01:00:13,5fb3ab35-818d-41c4-a1b7-52b839e0ea27
Suhandri Doang,2022-07-22,2022,5,Mantapp Bank DKI,0,,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 00:59:31,04071727-1bad-4973-a6f3-e5e305fb0fed
ines faradiba,2022-07-22,2022,5,Jakone mobile bank dki makin keren 🥰,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 00:59:07,23a7e440-5a86-49b0-8774-57aed5341791
Haris Deriyan,2022-07-22,2022,5,Kerennnnnn *****,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 07:48:21,12534031-2a71-405f-acea-ed4932624a0a
Khairunisa Sy,2022-07-22,2022,5,Mudah dan lebih update..,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 00:58:39,12ca8267-499d-4f33-a0bc-c627ce02e963
Rully Khaerul rizqi,2022-07-22,2022,5,"Nice Apps, fitur2nya lengkap dan menarik",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 00:58:07,081a11a6-c09a-4211-90e0-5c24d4876885
tita puspita,2022-07-22,2022,5,Aplikasi New jakone mobilenya makin ok dan canggih yessssss,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 00:56:07,48f4bebb-780c-4ed7-9f45-8b1d1d751c95
Samsul Bahri,2022-07-22,2022,5,Keren dan sangat membantu. Terima kasih Bank DKI,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 00:55:54,1badccaf-a7d4-43ff-b3d6-e2e43423f143
fauzi Gustoni,2022-07-22,2022,5,"mantap, lebih mudah pemakaian nya",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.,2025-09-18 01:59:07,28d9a400-663f-42a3-96a8-2b549465ebbb
toto kuswanto,2022-07-22,2022,5,new tampilan..new fitur..makin kereenn ajah 👍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 08:03:48,f8880ba8-75c9-4c81-ba5b-be8d4e49c13a
Dwi Rizky Gustina,2022-07-22,2022,5,"Praktis, mudah dan tampilan lebih fresh..",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:10:08,88ce81da-fee6-4571-8f8c-5d9a168e7dca
Yusqi Yusuke,2022-07-22,2022,5,Setingkat lebih lanjut,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:10:45,1fdba968-6772-42d7-89ef-bba8ba8799fc
asep setiana,2022-07-22,2022,5,Mantappssssss,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 07:22:39,f70adb62-b191-49c0-84a8-626ea660a583
Jamal Namser,2022-07-22,2022,5,"Memberikan kemudahan dalam transaksi,, mohon ditambahkan fitur mobile cash nya..",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:40:04,562ea669-3d5f-4eb6-aed3-51f7793faa0c
edy supriyadi,2022-07-22,2022,5,"Tampilan segar, cepat, mudah dan kekinian. Keren New Jakone Mobile",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:39:25,876e0497-63e8-4461-81c4-d3dbcee4af02
evelyn frisca,2022-07-22,2022,5,Aplikasi bagus dan tampilan keren 👍,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:38:55,218cac6d-2eee-4d5c-9fdb-07e66e842cfa
Niken Herning Octora,2022-07-22,2022,5,"Sangat mudah dalam penggunaannya, bisa untuk melakukan semua pembayaran pajak,scan QRIS,listrik,top up ovo or gojek dll.",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:38:38,0a0ad866-8110-4926-a39f-566160b58dbe
Dita Primawati,2022-07-22,2022,5,"Ada New JakOne mobile nih, login nya mudah kok tinggal nomer telfon aja. Pakai terus Jakone Mobile nya.",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:38:12,d9164718-4f64-42ca-af1b-256f7f1ad70a
Isnaini Burhanhuri,2022-07-22,2022,5,Semakin mantab,0,1.0.0,Terimakasih atas respon apresiatif Bapak / Ibu. Kami senantiasa akan meningkatkan layanan untuk nasabah.,2022-08-02 07:48:14,1acbd69c-aad3-4237-92ff-a6ce741aa157
Imam Santosa,2022-07-22,2022,5,Maknyuuuus..BI Fast ok,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:15:53,ff28b648-275c-48f1-9130-acc5492a3534
nana,2022-07-22,2022,5,Wow makin keren jakone mobile yang baru. Aplikasi nya makin canggih 😍😍😍,0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 07:58:43,e0bf752f-5216-4dfa-92b2-9b90e124b970
Rika Miranti,2022-07-22,2022,5,Terbaik. Semua jadi lebih mudah dengan Jakone Mobile.,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:15:34,2e658749-836a-4288-892d-96e1dac4b5ea
Riyan Chandra,2022-07-22,2022,5,Kereenn,0,,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:14:29,c6ab55f9-7b3d-487a-b602-2cf26385cd78
virlandhani Official,2022-07-22,2022,5,"Mantap, luar biasa",0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:14:13,15de44fb-c591-48e1-a0c9-e76e5827b2b4
Ade Nana S,2022-07-22,2022,5,User friendly,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:13:21,90b441f6-de52-4269-95cf-5e262a2f6e33
Ema Kesuma Wati,2022-07-22,2022,5,"Aplikasi yg keren, ga perlu ribet utk urusan transaksi pembayaran dll. Bisa buka rek juga. Keren ini. Trm kasih Bank DKI.",0,1.0.0,Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan perbankan Bapak / Ibu.,2022-08-03 07:24:23,361e66ec-9420-48f4-9fb7-df4eb695016f
ahmad firdaus,2022-07-22,2022,5,Jakone Mobile tambah keren euy...,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:13:07,20276dfd-5f97-4d5b-b8df-6599f4c7ab04
Risnandi Mr,2022-07-22,2022,5,Wow tampilan lebih keren dan fitur makin kece baday,0,1.0.0,"Terima kasih atas ulasannya. Semoga fitur-fitur JakOne Mobile memudahkan transaksi perbankan Bapak / Ibu.

",2025-09-18 07:11:20,178bbddc-b4b4-4e28-a362-558b8f6b75ab
